mix.id,perc.hit,hits,miss,tax.cat,tax.id,taxonomy
 negative-control-E3_S16_L001_R1_001,99.8,506,2,D,2759,Eukaryota
 negative-control-E3_S16_L001_R1_001,99.41,504,5,K,33090,Viridiplantae
 negative-control-E3_S16_L001_R1_001,98.22,498,1,P,35493,Streptophyta
 negative-control-E3_S16_L001_R1_001,98.03,497,0,-,131221,Streptophytina
 negative-control-E3_S16_L001_R1_001,98.03,497,0,-,3193,Embryophyta
 negative-control-E3_S16_L001_R1_001,98.03,497,1,-,58023,Tracheophyta
 negative-control-E3_S16_L001_R1_001,97.83,496,0,-,78536,Euphyllophyta
 negative-control-E3_S16_L001_R1_001,97.83,496,50,-,58024,Spermatophyta
 negative-control-E3_S16_L001_R1_001,77.12,391,2,-,3398,Magnoliophyta
 negative-control-E3_S16_L001_R1_001,76.73,389,53,-,1437183,Mesangiospermae
 negative-control-E3_S16_L001_R1_001,48.72,247,1,-,71240,eudicotyledons
 negative-control-E3_S16_L001_R1_001,48.52,246,0,-,91827,Gunneridae
 negative-control-E3_S16_L001_R1_001,48.52,246,50,-,1437201,Pentapetalae
 negative-control-E3_S16_L001_R1_001,28.4,144,18,-,71275,rosids
 negative-control-E3_S16_L001_R1_001,20.51,104,17,-,91835,fabids
 negative-control-E3_S16_L001_R1_001,6.31,32,0,O,72025,Fabales
 negative-control-E3_S16_L001_R1_001,6.31,32,0,F,3803,Fabaceae
 negative-control-E3_S16_L001_R1_001,6.31,32,1,-,3814,Papilionoideae
 negative-control-E3_S16_L001_R1_001,3.16,16,0,-,163747,Loteae
 negative-control-E3_S16_L001_R1_001,3.16,16,0,G,3867,Lotus
 negative-control-E3_S16_L001_R1_001,3.16,16,16,S,34305,Lotus japonicus
 negative-control-E3_S16_L001_R1_001,1.18,6,0,-,163725,Dalbergieae
 negative-control-E3_S16_L001_R1_001,1.18,6,0,G,3817,Arachis
 negative-control-E3_S16_L001_R1_001,1.18,6,0,-,163735,Phaseoleae
 negative-control-E3_S16_L001_R1_001,4.54,23,1,O,3646,Malpighiales
 negative-control-E3_S16_L001_R1_001,2.96,15,0,F,3688,Salicaceae
 negative-control-E3_S16_L001_R1_001,2.96,15,0,-,238069,Saliceae
 negative-control-E3_S16_L001_R1_001,2.96,15,6,G,3689,Populus
 negative-control-E3_S16_L001_R1_001,1.18,6,6,S,75702,Populus euphratica
 negative-control-E3_S16_L001_R1_001,3.94,20,2,O,3744,Rosales
 negative-control-E3_S16_L001_R1_001,1.38,7,0,F,3481,Cannabaceae
 negative-control-E3_S16_L001_R1_001,1.18,6,0,G,3484,Humulus
 negative-control-E3_S16_L001_R1_001,1.18,6,0,S,3486,Humulus lupulus
 negative-control-E3_S16_L001_R1_001,1.18,6,6,-,1571165,Humulus lupulus var. lupulus
 negative-control-E3_S16_L001_R1_001,1.18,6,1,F,3487,Moraceae
 negative-control-E3_S16_L001_R1_001,1.78,9,1,O,3502,Fagales
 negative-control-E3_S16_L001_R1_001,4.14,21,4,-,91836,malvids
 negative-control-E3_S16_L001_R1_001,1.97,10,0,O,3699,Brassicales
 negative-control-E3_S16_L001_R1_001,1.97,10,1,F,3700,Brassicaceae
 negative-control-E3_S16_L001_R1_001,1.18,6,0,O,41938,Malvales
 negative-control-E3_S16_L001_R1_001,8.68,44,2,-,71274,asterids
 negative-control-E3_S16_L001_R1_001,4.54,23,3,-,91888,lamiids
 negative-control-E3_S16_L001_R1_001,3.16,16,0,O,4069,Solanales
 negative-control-E3_S16_L001_R1_001,3.16,16,0,F,4070,Solanaceae
 negative-control-E3_S16_L001_R1_001,1.97,10,0,-,424554,Nicotianoideae
 negative-control-E3_S16_L001_R1_001,1.97,10,0,-,424562,Nicotianeae
 negative-control-E3_S16_L001_R1_001,1.97,10,6,G,4085,Nicotiana
 negative-control-E3_S16_L001_R1_001,1.18,6,0,-,424551,Solanoideae
 negative-control-E3_S16_L001_R1_001,3.35,17,0,-,91882,campanulids
 negative-control-E3_S16_L001_R1_001,3.35,17,0,O,4209,Asterales
 negative-control-E3_S16_L001_R1_001,3.35,17,0,F,4210,Asteraceae
 negative-control-E3_S16_L001_R1_001,2.96,15,1,-,102804,Asteroideae
 negative-control-E3_S16_L001_R1_001,2.37,12,0,-,102810,Anthemideae
 negative-control-E3_S16_L001_R1_001,2.37,12,0,-,886714,Artemisiinae
 negative-control-E3_S16_L001_R1_001,2.37,12,0,G,4219,Artemisia
 negative-control-E3_S16_L001_R1_001,2.37,12,0,S,55611,Artemisia tridentata
 negative-control-E3_S16_L001_R1_001,2.37,12,12,-,525641,Artemisia tridentata subsp. tridentata
 negative-control-E3_S16_L001_R1_001,1.58,8,0,O,3524,Caryophyllales
 negative-control-E3_S16_L001_R1_001,17.55,89,0,C,4447,Liliopsida
 negative-control-E3_S16_L001_R1_001,17.55,89,0,-,1437197,Petrosaviidae
 negative-control-E3_S16_L001_R1_001,17.36,88,2,-,4734,commelinids
 negative-control-E3_S16_L001_R1_001,16.77,85,0,O,38820,Poales
 negative-control-E3_S16_L001_R1_001,16.77,85,2,F,4479,Poaceae
 negative-control-E3_S16_L001_R1_001,13.81,70,2,-,359160,BOP clade
 negative-control-E3_S16_L001_R1_001,12.62,64,1,-,147368,Pooideae
 negative-control-E3_S16_L001_R1_001,8.48,43,0,-,1648038,Triticodae
 negative-control-E3_S16_L001_R1_001,8.48,43,5,-,147389,Triticeae
 negative-control-E3_S16_L001_R1_001,3.94,20,3,-,1648030,Triticinae
 negative-control-E3_S16_L001_R1_001,1.78,9,0,G,4564,Triticum
 negative-control-E3_S16_L001_R1_001,1.78,9,9,S,4572,Triticum urartu
 negative-control-E3_S16_L001_R1_001,1.58,8,0,G,4480,Aegilops
 negative-control-E3_S16_L001_R1_001,1.58,8,8,S,37682,Aegilops tauschii
 negative-control-E3_S16_L001_R1_001,3.55,18,0,-,1648017,Hordeinae
 negative-control-E3_S16_L001_R1_001,3.55,18,0,G,4512,Hordeum
 negative-control-E3_S16_L001_R1_001,2.17,11,11,S,112521,Hordeum pubiflorum
 negative-control-E3_S16_L001_R1_001,1.38,7,0,S,4513,Hordeum vulgare
 negative-control-E3_S16_L001_R1_001,1.38,7,7,-,112509,Hordeum vulgare subsp. vulgare
 negative-control-E3_S16_L001_R1_001,3.75,19,0,-,1648037,Poodae
 negative-control-E3_S16_L001_R1_001,3.75,19,0,-,147387,Poeae
 negative-control-E3_S16_L001_R1_001,3.75,19,0,-,1652081,Poeae Chloroplast Group 2 (Poeae type)
 negative-control-E3_S16_L001_R1_001,3.75,19,0,-,640628,Poinae
 negative-control-E3_S16_L001_R1_001,3.75,19,0,G,4544,Poa
 negative-control-E3_S16_L001_R1_001,3.75,19,19,S,4545,Poa pratensis
 negative-control-E3_S16_L001_R1_001,2.56,13,0,-,147370,PACMAD clade
 negative-control-E3_S16_L001_R1_001,2.17,11,0,-,147369,Panicoideae
 negative-control-E3_S16_L001_R1_001,1.97,10,0,-,1648033,Andropogonodae
 negative-control-E3_S16_L001_R1_001,1.97,10,0,-,147429,Andropogoneae
 negative-control-E3_S16_L001_R1_001,1.78,9,0,-,1648029,Tripsacinae
 negative-control-E3_S16_L001_R1_001,1.78,9,0,G,4575,Zea
 negative-control-E3_S16_L001_R1_001,1.78,9,9,S,4577,Zea mays
 negative-control-E3_S16_L001_R1_001,10.85,55,0,-,1437180,Acrogymnospermae
 negative-control-E3_S16_L001_R1_001,10.85,55,0,-,3313,Pinidae
 negative-control-E3_S16_L001_R1_001,10.85,55,0,O,1446380,Pinales
 negative-control-E3_S16_L001_R1_001,10.85,55,5,F,3318,Pinaceae
 negative-control-E3_S16_L001_R1_001,9.27,47,4,G,3337,Pinus
 negative-control-E3_S16_L001_R1_001,4.34,22,0,-,139272,Strobus
 negative-control-E3_S16_L001_R1_001,4.34,22,22,S,3343,Pinus lambertiana
 negative-control-E3_S16_L001_R1_001,4.14,21,0,-,139271,Pinus
 negative-control-E3_S16_L001_R1_001,4.14,21,21,S,3352,Pinus taeda
 negative-control-E3_S16_L001_R2_001,99.8,506,0,-,1,root
 negative-control-E3_S16_L001_R2_001,99.8,506,0,-,131567,cellular organisms
 negative-control-E3_S16_L001_R2_001,99.8,506,1,D,2759,Eukaryota
 negative-control-E3_S16_L001_R2_001,99.41,504,7,K,33090,Viridiplantae
 negative-control-E3_S16_L001_R2_001,97.44,494,1,P,35493,Streptophyta
 negative-control-E3_S16_L001_R2_001,97.24,493,0,-,131221,Streptophytina
 negative-control-E3_S16_L001_R2_001,97.24,493,0,-,3193,Embryophyta
 negative-control-E3_S16_L001_R2_001,97.24,493,1,-,58023,Tracheophyta
 negative-control-E3_S16_L001_R2_001,97.04,492,0,-,78536,Euphyllophyta
 negative-control-E3_S16_L001_R2_001,97.04,492,55,-,58024,Spermatophyta
 negative-control-E3_S16_L001_R2_001,70.22,356,0,-,3398,Magnoliophyta
 negative-control-E3_S16_L001_R2_001,70.22,356,35,-,1437183,Mesangiospermae
 negative-control-E3_S16_L001_R2_001,47.73,242,1,-,71240,eudicotyledons
 negative-control-E3_S16_L001_R2_001,47.53,241,0,-,91827,Gunneridae
 negative-control-E3_S16_L001_R2_001,47.53,241,58,-,1437201,Pentapetalae
 negative-control-E3_S16_L001_R2_001,26.23,133,28,-,71275,rosids
 negative-control-E3_S16_L001_R2_001,16.17,82,10,-,91835,fabids
 negative-control-E3_S16_L001_R2_001,6.51,33,0,O,72025,Fabales
 negative-control-E3_S16_L001_R2_001,6.51,33,0,F,3803,Fabaceae
 negative-control-E3_S16_L001_R2_001,6.51,33,2,-,3814,Papilionoideae
 negative-control-E3_S16_L001_R2_001,3.35,17,0,-,163747,Loteae
 negative-control-E3_S16_L001_R2_001,3.35,17,0,G,3867,Lotus
 negative-control-E3_S16_L001_R2_001,3.35,17,17,S,34305,Lotus japonicus
 negative-control-E3_S16_L001_R2_001,1.58,8,0,-,163735,Phaseoleae
 negative-control-E3_S16_L001_R2_001,4.14,21,1,O,3646,Malpighiales
 negative-control-E3_S16_L001_R2_001,3.16,16,0,F,3688,Salicaceae
 negative-control-E3_S16_L001_R2_001,3.16,16,0,-,238069,Saliceae
 negative-control-E3_S16_L001_R2_001,3.16,16,6,G,3689,Populus
 negative-control-E3_S16_L001_R2_001,1.18,6,6,S,75702,Populus euphratica
 negative-control-E3_S16_L001_R2_001,2.37,12,1,O,3744,Rosales
 negative-control-E3_S16_L001_R2_001,3.94,20,2,-,91836,malvids
 negative-control-E3_S16_L001_R2_001,1.97,10,0,O,3699,Brassicales
 negative-control-E3_S16_L001_R2_001,1.78,9,0,F,3700,Brassicaceae
 negative-control-E3_S16_L001_R2_001,1.58,8,0,O,41938,Malvales
 negative-control-E3_S16_L001_R2_001,1.38,7,0,F,3629,Malvaceae
 negative-control-E3_S16_L001_R2_001,1.38,7,0,-,214907,Malvoideae
 negative-control-E3_S16_L001_R2_001,1.38,7,3,G,3633,Gossypium
 negative-control-E3_S16_L001_R2_001,8.68,44,1,-,71274,asterids
 negative-control-E3_S16_L001_R2_001,5.33,27,2,-,91888,lamiids
 negative-control-E3_S16_L001_R2_001,4.14,21,0,O,4069,Solanales
 negative-control-E3_S16_L001_R2_001,4.14,21,1,F,4070,Solanaceae
 negative-control-E3_S16_L001_R2_001,2.56,13,0,-,424551,Solanoideae
 negative-control-E3_S16_L001_R2_001,1.78,9,0,-,424574,Solaneae
 negative-control-E3_S16_L001_R2_001,1.78,9,1,G,4107,Solanum
 negative-control-E3_S16_L001_R2_001,1.38,7,0,-,424554,Nicotianoideae
 negative-control-E3_S16_L001_R2_001,1.38,7,0,-,424562,Nicotianeae
 negative-control-E3_S16_L001_R2_001,1.38,7,3,G,4085,Nicotiana
 negative-control-E3_S16_L001_R2_001,2.56,13,0,-,91882,campanulids
 negative-control-E3_S16_L001_R2_001,2.56,13,0,O,4209,Asterales
 negative-control-E3_S16_L001_R2_001,2.56,13,0,F,4210,Asteraceae
 negative-control-E3_S16_L001_R2_001,1.78,9,1,-,102804,Asteroideae
 negative-control-E3_S16_L001_R2_001,1.18,6,0,-,102810,Anthemideae
 negative-control-E3_S16_L001_R2_001,1.18,6,0,-,886714,Artemisiinae
 negative-control-E3_S16_L001_R2_001,1.18,6,0,G,4219,Artemisia
 negative-control-E3_S16_L001_R2_001,1.18,6,0,S,55611,Artemisia tridentata
 negative-control-E3_S16_L001_R2_001,1.18,6,6,-,525641,Artemisia tridentata subsp. tridentata
 negative-control-E3_S16_L001_R2_001,1.18,6,0,O,3524,Caryophyllales
 negative-control-E3_S16_L001_R2_001,15.58,79,0,C,4447,Liliopsida
 negative-control-E3_S16_L001_R2_001,15.58,79,0,-,1437197,Petrosaviidae
 negative-control-E3_S16_L001_R2_001,15.38,78,1,-,4734,commelinids
 negative-control-E3_S16_L001_R2_001,14.79,75,0,O,38820,Poales
 negative-control-E3_S16_L001_R2_001,14.79,75,3,F,4479,Poaceae
 negative-control-E3_S16_L001_R2_001,12.03,61,6,-,359160,BOP clade
 negative-control-E3_S16_L001_R2_001,9.27,47,0,-,147368,Pooideae
 negative-control-E3_S16_L001_R2_001,8.48,43,0,-,1648038,Triticodae
 negative-control-E3_S16_L001_R2_001,8.48,43,3,-,147389,Triticeae
 negative-control-E3_S16_L001_R2_001,4.54,23,0,-,1648017,Hordeinae
 negative-control-E3_S16_L001_R2_001,4.54,23,2,G,4512,Hordeum
 negative-control-E3_S16_L001_R2_001,2.96,15,15,S,112521,Hordeum pubiflorum
 negative-control-E3_S16_L001_R2_001,1.18,6,0,S,4513,Hordeum vulgare
 negative-control-E3_S16_L001_R2_001,1.18,6,6,-,112509,Hordeum vulgare subsp. vulgare
 negative-control-E3_S16_L001_R2_001,3.35,17,3,-,1648030,Triticinae
 negative-control-E3_S16_L001_R2_001,1.38,7,0,G,4480,Aegilops
 negative-control-E3_S16_L001_R2_001,1.38,7,7,S,37682,Aegilops tauschii
 negative-control-E3_S16_L001_R2_001,1.38,7,0,G,4564,Triticum
 negative-control-E3_S16_L001_R2_001,1.38,7,7,S,4572,Triticum urartu
 negative-control-E3_S16_L001_R2_001,1.58,8,0,-,147367,Oryzoideae
 negative-control-E3_S16_L001_R2_001,1.58,8,1,-,147380,Oryzeae
 negative-control-E3_S16_L001_R2_001,1.38,7,1,-,1648021,Oryzinae
 negative-control-E3_S16_L001_R2_001,1.18,6,2,G,4527,Oryza
 negative-control-E3_S16_L001_R2_001,2.17,11,0,-,147370,PACMAD clade
 negative-control-E3_S16_L001_R2_001,2.17,11,0,-,147369,Panicoideae
 negative-control-E3_S16_L001_R2_001,1.97,10,0,-,1648033,Andropogonodae
 negative-control-E3_S16_L001_R2_001,1.97,10,0,-,147429,Andropogoneae
 negative-control-E3_S16_L001_R2_001,1.97,10,0,-,1648029,Tripsacinae
 negative-control-E3_S16_L001_R2_001,1.97,10,0,G,4575,Zea
 negative-control-E3_S16_L001_R2_001,1.97,10,10,S,4577,Zea mays
 negative-control-E3_S16_L001_R2_001,15.98,81,0,-,1437180,Acrogymnospermae
 negative-control-E3_S16_L001_R2_001,15.98,81,0,-,3313,Pinidae
 negative-control-E3_S16_L001_R2_001,15.98,81,0,O,1446380,Pinales
 negative-control-E3_S16_L001_R2_001,15.98,81,7,F,3318,Pinaceae
 negative-control-E3_S16_L001_R2_001,12.43,63,10,G,3337,Pinus
 negative-control-E3_S16_L001_R2_001,6.11,31,0,-,139272,Strobus
 negative-control-E3_S16_L001_R2_001,6.11,31,31,S,3343,Pinus lambertiana
 negative-control-E3_S16_L001_R2_001,4.34,22,0,-,139271,Pinus
 negative-control-E3_S16_L001_R2_001,4.34,22,22,S,3352,Pinus taeda
 negative-control-E3_S16_L001_R2_001,2.17,11,0,G,3328,Picea
 negative-control-E3_S16_L001_R2_001,2.17,11,11,S,3330,Picea glauca
 P-deltoides-E2_S11_L001_R1_001,99.99,806490,0,-,1,root
 P-deltoides-E2_S11_L001_R1_001,99.99,806490,0,-,131567,cellular organisms
 P-deltoides-E2_S11_L001_R1_001,99.99,806490,341,D,2759,Eukaryota
 P-deltoides-E2_S11_L001_R1_001,99.95,806147,3521,K,33090,Viridiplantae
 P-deltoides-E2_S11_L001_R1_001,99.49,802414,21,P,35493,Streptophyta
 P-deltoides-E2_S11_L001_R1_001,99.49,802392,0,-,131221,Streptophytina
 P-deltoides-E2_S11_L001_R1_001,99.49,802392,24,-,3193,Embryophyta
 P-deltoides-E2_S11_L001_R1_001,99.48,802365,256,-,58023,Tracheophyta
 P-deltoides-E2_S11_L001_R1_001,99.45,802103,0,-,78536,Euphyllophyta
 P-deltoides-E2_S11_L001_R1_001,99.45,802103,8956,-,58024,Spermatophyta
 P-deltoides-E2_S11_L001_R1_001,97.56,786873,2710,-,3398,Magnoliophyta
 P-deltoides-E2_S11_L001_R1_001,97.22,784149,10127,-,1437183,Mesangiospermae
 P-deltoides-E2_S11_L001_R1_001,95.42,769576,1217,-,71240,eudicotyledons
 P-deltoides-E2_S11_L001_R1_001,95.26,768317,0,-,91827,Gunneridae
 P-deltoides-E2_S11_L001_R1_001,95.26,768317,27165,-,1437201,Pentapetalae
 P-deltoides-E2_S11_L001_R1_001,90.49,729828,13038,-,71275,rosids
 P-deltoides-E2_S11_L001_R1_001,88.1,710561,17730,-,91835,fabids
 P-deltoides-E2_S11_L001_R1_001,84.25,679525,5483,O,3646,Malpighiales
 P-deltoides-E2_S11_L001_R1_001,83.41,672717,0,F,3688,Salicaceae
 P-deltoides-E2_S11_L001_R1_001,83.41,672717,0,-,238069,Saliceae
 P-deltoides-E2_S11_L001_R1_001,83.41,672717,157371,G,3689,Populus
 P-deltoides-E2_S11_L001_R1_001,27.64,222933,222933,S,3694,Populus trichocarpa
 P-deltoides-E2_S11_L001_R1_001,23.06,185962,185962,S,75702,Populus euphratica
 P-deltoides-E2_S11_L001_R1_001,13.14,105989,105989,S,3696,Populus deltoides
 P-deltoides-E2_S11_L001_R1_001,1.28,10335,367,-,71274,asterids
 P-deltoides-E2_S11_L001_R2_001,99.99,806485,0,-,1,root
 P-deltoides-E2_S11_L001_R2_001,99.99,806485,0,-,131567,cellular organisms
 P-deltoides-E2_S11_L001_R2_001,99.99,806485,357,D,2759,Eukaryota
 P-deltoides-E2_S11_L001_R2_001,99.95,806125,3115,K,33090,Viridiplantae
 P-deltoides-E2_S11_L001_R2_001,99.54,802784,22,P,35493,Streptophyta
 P-deltoides-E2_S11_L001_R2_001,99.53,802757,0,-,131221,Streptophytina
 P-deltoides-E2_S11_L001_R2_001,99.53,802757,21,-,3193,Embryophyta
 P-deltoides-E2_S11_L001_R2_001,99.53,802733,246,-,58023,Tracheophyta
 P-deltoides-E2_S11_L001_R2_001,99.5,802483,0,-,78536,Euphyllophyta
 P-deltoides-E2_S11_L001_R2_001,99.5,802483,9573,-,58024,Spermatophyta
 P-deltoides-E2_S11_L001_R2_001,97.49,786269,2641,-,3398,Magnoliophyta
 P-deltoides-E2_S11_L001_R2_001,97.16,783604,10147,-,1437183,Mesangiospermae
 P-deltoides-E2_S11_L001_R2_001,95.31,768730,1197,-,71240,eudicotyledons
 P-deltoides-E2_S11_L001_R2_001,95.16,767498,0,-,91827,Gunneridae
 P-deltoides-E2_S11_L001_R2_001,95.16,767498,27294,-,1437201,Pentapetalae
 P-deltoides-E2_S11_L001_R2_001,90.35,728706,13213,-,71275,rosids
 P-deltoides-E2_S11_L001_R2_001,87.88,708785,17771,-,91835,fabids
 P-deltoides-E2_S11_L001_R2_001,83.99,677370,5604,O,3646,Malpighiales
 P-deltoides-E2_S11_L001_R2_001,83.11,670312,0,F,3688,Salicaceae
 P-deltoides-E2_S11_L001_R2_001,83.11,670312,0,-,238069,Saliceae
 P-deltoides-E2_S11_L001_R2_001,83.11,670312,157327,G,3689,Populus
 P-deltoides-E2_S11_L001_R2_001,27.54,222129,222129,S,3694,Populus trichocarpa
 P-deltoides-E2_S11_L001_R2_001,22.95,185069,185069,S,75702,Populus euphratica
 P-deltoides-E2_S11_L001_R2_001,13.06,105316,105316,S,3696,Populus deltoides
 P-deltoides-E2_S11_L001_R2_001,1.29,10444,408,-,71274,asterids
 P-pratensis-G3_S18_L001_R1_001,99.99,908858,0,-,1,root
 P-pratensis-G3_S18_L001_R1_001,99.99,908858,0,-,131567,cellular organisms
 P-pratensis-G3_S18_L001_R1_001,99.99,908858,239,D,2759,Eukaryota
 P-pratensis-G3_S18_L001_R1_001,99.96,908599,3369,K,33090,Viridiplantae
 P-pratensis-G3_S18_L001_R1_001,99.51,904531,143,P,35493,Streptophyta
 P-pratensis-G3_S18_L001_R1_001,99.49,904364,0,-,131221,Streptophytina
 P-pratensis-G3_S18_L001_R1_001,99.49,904364,133,-,3193,Embryophyta
 P-pratensis-G3_S18_L001_R1_001,99.47,904208,194,-,58023,Tracheophyta
 P-pratensis-G3_S18_L001_R1_001,99.45,903985,0,-,78536,Euphyllophyta
 P-pratensis-G3_S18_L001_R1_001,99.45,903985,79689,-,58024,Spermatophyta
 P-pratensis-G3_S18_L001_R1_001,79.03,718337,464,-,3398,Magnoliophyta
 P-pratensis-G3_S18_L001_R1_001,78.96,717726,76908,-,1437183,Mesangiospermae
 P-pratensis-G3_S18_L001_R1_001,36.06,327773,226,C,4447,Liliopsida
 P-pratensis-G3_S18_L001_R1_001,36.01,327317,464,-,1437197,Petrosaviidae
 P-pratensis-G3_S18_L001_R1_001,35.89,326209,2355,-,4734,commelinids
 P-pratensis-G3_S18_L001_R1_001,35.27,320602,0,O,38820,Poales
 P-pratensis-G3_S18_L001_R1_001,35.27,320602,8807,F,4479,Poaceae
 P-pratensis-G3_S18_L001_R1_001,33.18,301592,7534,-,359160,BOP clade
 P-pratensis-G3_S18_L001_R1_001,31.06,282333,10060,-,147368,Pooideae
 P-pratensis-G3_S18_L001_R1_001,19.68,178845,0,-,1648038,Triticodae
 P-pratensis-G3_S18_L001_R1_001,19.68,178845,28982,-,147389,Triticeae
 P-pratensis-G3_S18_L001_R1_001,9.85,89524,0,-,1648017,Hordeinae
 P-pratensis-G3_S18_L001_R1_001,9.85,89524,9432,G,4512,Hordeum
 P-pratensis-G3_S18_L001_R1_001,4.98,45253,45253,S,112521,Hordeum pubiflorum
 P-pratensis-G3_S18_L001_R1_001,3.83,34839,0,S,4513,Hordeum vulgare
 P-pratensis-G3_S18_L001_R1_001,3.83,34839,34839,-,112509,Hordeum vulgare subsp. vulgare
 P-pratensis-G3_S18_L001_R1_001,6.64,60339,10318,-,1648030,Triticinae
 P-pratensis-G3_S18_L001_R1_001,2.96,26950,0,G,4480,Aegilops
 P-pratensis-G3_S18_L001_R1_001,2.96,26950,26950,S,37682,Aegilops tauschii
 P-pratensis-G3_S18_L001_R1_001,2.54,23071,243,G,4564,Triticum
 P-pratensis-G3_S18_L001_R1_001,2.47,22444,22444,S,4572,Triticum urartu
 P-pratensis-G3_S18_L001_R1_001,9.47,86052,0,-,1648037,Poodae
 P-pratensis-G3_S18_L001_R1_001,9.47,86052,0,-,147387,Poeae
 P-pratensis-G3_S18_L001_R1_001,9.47,86052,0,-,1652081,Poeae Chloroplast Group 2 (Poeae type)
 P-pratensis-G3_S18_L001_R1_001,9.47,86052,0,-,640628,Poinae
 P-pratensis-G3_S18_L001_R1_001,9.47,86052,0,G,4544,Poa
 P-pratensis-G3_S18_L001_R1_001,9.47,86052,86052,S,4545,Poa pratensis
 P-pratensis-G3_S18_L001_R1_001,1.29,11725,0,-,147367,Oryzoideae
 P-pratensis-G3_S18_L001_R1_001,1.29,11725,450,-,147380,Oryzeae
 P-pratensis-G3_S18_L001_R1_001,1.04,9418,337,-,1648021,Oryzinae
 P-pratensis-G3_S18_L001_R1_001,1.12,10203,408,-,147370,PACMAD clade
 P-pratensis-G3_S18_L001_R1_001,34.44,313045,1149,-,71240,eudicotyledons
 P-pratensis-G3_S18_L001_R1_001,34.24,311263,0,-,91827,Gunneridae
 P-pratensis-G3_S18_L001_R1_001,34.24,311263,82190,-,1437201,Pentapetalae
 P-pratensis-G3_S18_L001_R1_001,17.56,159595,33811,-,71275,rosids
 P-pratensis-G3_S18_L001_R1_001,9.66,87817,21868,-,91835,fabids
 P-pratensis-G3_S18_L001_R1_001,2.63,23898,0,O,72025,Fabales
 P-pratensis-G3_S18_L001_R1_001,2.63,23898,0,F,3803,Fabaceae
 P-pratensis-G3_S18_L001_R1_001,2.63,23898,2466,-,3814,Papilionoideae
 P-pratensis-G3_S18_L001_R1_001,2.14,19430,1133,O,3744,Rosales
 P-pratensis-G3_S18_L001_R1_001,1.17,10631,447,O,3646,Malpighiales
 P-pratensis-G3_S18_L001_R1_001,3.99,36296,3652,-,91836,malvids
 P-pratensis-G3_S18_L001_R1_001,1.73,15718,276,O,3699,Brassicales
 P-pratensis-G3_S18_L001_R1_001,1.53,13925,1301,F,3700,Brassicaceae
 P-pratensis-G3_S18_L001_R1_001,1.29,11742,167,O,41938,Malvales
 P-pratensis-G3_S18_L001_R1_001,1.01,9222,167,F,3629,Malvaceae
 P-pratensis-G3_S18_L001_R1_001,7.09,64476,3697,-,71274,asterids
 P-pratensis-G3_S18_L001_R1_001,5.9,53633,2586,-,91888,lamiids
 P-pratensis-G3_S18_L001_R1_001,4.99,45372,372,O,4069,Solanales
 P-pratensis-G3_S18_L001_R1_001,4.86,44184,2739,F,4070,Solanaceae
 P-pratensis-G3_S18_L001_R1_001,2.66,24215,1231,-,424551,Solanoideae
 P-pratensis-G3_S18_L001_R1_001,1.42,12920,0,-,424574,Solaneae
 P-pratensis-G3_S18_L001_R1_001,1.42,12920,1207,G,4107,Solanum
 P-pratensis-G3_S18_L001_R1_001,1.11,10064,0,-,424564,Capsiceae
 P-pratensis-G3_S18_L001_R1_001,1.11,10064,0,G,4071,Capsicum
 P-pratensis-G3_S18_L001_R1_001,1.11,10064,10064,S,4072,Capsicum annuum
 P-pratensis-G3_S18_L001_R1_001,1.9,17230,0,-,424554,Nicotianoideae
 P-pratensis-G3_S18_L001_R1_001,1.9,17230,0,-,424562,Nicotianeae
 P-pratensis-G3_S18_L001_R1_001,1.9,17230,7608,G,4085,Nicotiana
 P-pratensis-G3_S18_L001_R1_001,11.66,105959,0,-,1437180,Acrogymnospermae
 P-pratensis-G3_S18_L001_R1_001,11.66,105959,0,-,3313,Pinidae
 P-pratensis-G3_S18_L001_R1_001,11.66,105959,0,O,1446380,Pinales
 P-pratensis-G3_S18_L001_R1_001,11.66,105959,6046,F,3318,Pinaceae
 P-pratensis-G3_S18_L001_R1_001,9.08,82513,6287,G,3337,Pinus
 P-pratensis-G3_S18_L001_R1_001,5.04,45807,0,-,139272,Strobus
 P-pratensis-G3_S18_L001_R1_001,5.04,45807,45807,S,3343,Pinus lambertiana
 P-pratensis-G3_S18_L001_R1_001,3.35,30419,0,-,139271,Pinus
 P-pratensis-G3_S18_L001_R1_001,3.35,30419,30419,S,3352,Pinus taeda
 P-pratensis-G3_S18_L001_R1_001,1.91,17400,0,G,3328,Picea
 P-pratensis-G3_S18_L001_R1_001,1.91,17400,17400,S,3330,Picea glauca
 P-pratensis-G3_S18_L001_R2_001,99.99,908863,0,-,1,root
 P-pratensis-G3_S18_L001_R2_001,99.99,908863,0,-,131567,cellular organisms
 P-pratensis-G3_S18_L001_R2_001,99.99,908863,254,D,2759,Eukaryota
 P-pratensis-G3_S18_L001_R2_001,99.96,908591,3522,K,33090,Viridiplantae
 P-pratensis-G3_S18_L001_R2_001,99.49,904331,141,P,35493,Streptophyta
 P-pratensis-G3_S18_L001_R2_001,99.47,904170,0,-,131221,Streptophytina
 P-pratensis-G3_S18_L001_R2_001,99.47,904170,130,-,3193,Embryophyta
 P-pratensis-G3_S18_L001_R2_001,99.45,904015,188,-,58023,Tracheophyta
 P-pratensis-G3_S18_L001_R2_001,99.43,903793,0,-,78536,Euphyllophyta
